"",Статус,Населений пункт,Потребуючі,Що передаємо,К-сть осіб,Набір звичайний,Набір сімейний,дорослі щітки,доросла паста,шампунь,мило,жіночі прокладки,підгузки дитячі,підгузки дорослі
186,відправлено,смт Олексієво-Дружківка,"Сімʼя в донецьк обл дитина 7р, бабуся з інвалідністю","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
187,відправлено,Слобожанське,ВПО з Харківськ обл сімʼя з 2 дітьми 13р 10р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
188,відправлено,Угринів,ВПО з Херсона сімʼя з дитиною3р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 6 - 1 шт,""
189,відправлено,Харків,"Сімʼя двоє дітей 15 і 9, батько- пенсіонер","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
190,відправлено,Харків,"ВПО, які повернулись назад, мама з двома дітьми 13 та 12р","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
191,відправлено,Мирноград Донецька обл,сім'я хворих старих інвалідів,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
192,відправлено,Львів,"ВПО із Запорізької обл: багатодітна сім'я із дітьми 11, 10 і 8р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
193,відправлено,Кривий Ріг,ВПО: 3 сім'ї з Херсонщини з малими дітьми,"предмети особистої гігієни, продукти харчування
",14,"",3,11,3,3,6,6,"розмір 3 - 1 шт, розмір 5 - 2 шт",""
194,ВІДПРАВИЛИ 4 ЛИСТОПАДА,"","","","","","","","","","","","",""
195,відправлено,с. П'ятигори Київська обл,ВПО з Маріуполя: 2 сім'ї з двома дітьми,"предмети особистої гігієни, продукти харчування
",8,"",2,8,2,2,4,4,"",""
196,відправлено,смт Бабаї Харківська обл,дві сім'ї пенсіонерів і сім'я їхніх дітей,"предмети особистої гігієни, продукти харчування
",7,3,"",7,3,3,3,1,"",""
197,відправлено,Харків,пенсіорнер після інсульту тяжкий + сім'я,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",розмір L - 2 шт
198,відправлено,Першотравневськ Дніпропетровська обл,ВПО з Рубіжного Луганської обл,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
199,відправлено,Люботин Харківська обл,ВПО дівчина з Харківськ. обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
200,відправлено,Миколаїв,Самотня бабуся ВПО з Миколаєва,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
201,відправлено,Чорноморськ,"Багодітна сімʼя 5р, 13р, 11р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
202,відправлено,смт Цумань Волинська обл,багатодітна сім'я - 8 дітей,"предмети особистої гігієни, продукти харчування
",10,"",2,9,2,2,4,4,розмір 4 - 1 шт,""
203,відправлено,Старосілля Черкаська обл,ВПО з Донецької обл,"предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,4,4,"",""
204,відправлено,Павлоград Дніпропетровська обл,ВПО: подружжя пенсіонерів із Краматорська,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
205,відправлено,Новомосковськ Дніпропетровська обл,ВПО з Куп'янська: мама і четверо дітей,"предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 4 - 1 шт,""
206,відправлено,Кам'янець-Подільський,"пенсіонер-інвалід, син 11р., одинока мама і немовля 2тижні","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,2,розмір 2 - 1 шт,""
207,відправлено,Вишневе Київська обл,ВПО з Харківської обл: мама і діти 12 і 7р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
208,відправлено,Кустолово-Суходілка Полтавська обл,ВПО зі Слов'янська: сім'я з дитиною 3р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
209,відправлено,Червоногригорівка Нікопольський р-н Дніпропетровська обл,ВПО з Дніпропетровської обл: мама і син 4р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
210,відправлено,Біла Церква,"ВПО з Донецької обл: мама, донька 4р. і пенсіонерка","предмети особистої гігієни, продукти харчування
",3,1,"","","","","","","",""
211,відправлено,Нова Одеса Миколаївська обл,"багатодітна сім'я з трьома маленькими дітьми 7, 3, 2р.","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,1,розмір 5 - 1 шт,""
212,відправлено,Краснопілля Сумська обл,одинока мама з двома дітьми,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
213,відправлено,Одеса,"одинока мама з дитиною 2р., два інваліди і два пенсіонери лежачі ","предмети особистої гігієни, продукти харчування + дитяча суміш 2
",6,"",2,5,2,2,4,2,розмір 5 - 1 шт,розмір L - 1 шт
214,відправлено,Тернопіль,"ВПО з Харкова, інвалід і пенсіонер онко-хворий","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
215,відправлено,Вікно Чернівецька обл,"ВПО з Донецької обл: сім'я з двома дітьми 7 і 3р., старша - з інвалідністю","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
216,відправлено,смт Широке Дніпропетровська обл,одинока мама з двома дітьми: 7р. і 6м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 3 - 1 шт,""
217,відправлено,Київ,ВПО з Дружківки Донецької обл,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
218,відправлено,Кривий Ріг,ВПО з Херсонської обл,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
219,відправлено,Святопетровське Київська обл,"ВПО із Сєвєродонецька, згоріла хата","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
220,відправлено,Краснопілля Сумська обл,"сім'я з малою дитиною, втратили роботу","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 5 - 1 шт,""
221,відправлено,Богодухів Харківська обл,ВПО з Харкова: мама і син,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
222,відправлено,Дружківка Донецька обл,сім'я з дитиною,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
223,відправлено,Чернігів,дві сім'ї,"предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,2,6,"",""
224,відправлено,Мала Виска Кіровоградська обл,ВПО з Херсонської обл,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
225,відправлено,Яремче Івано-Франківська обл,"ВПО з Донецької обл: двоє дітей, двоє пенсіонерів і мати","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
226,відправлено,Виноградів Закарпатська обл,ВПО з Миколївської обл: мама і донька 6р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
227,відправлено,Запоріжжя,ВПО із Запорізької обл: мама і донька 9р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
228,відправлено,Житомир,ВПО з Донецької обл: сім'я із дитиною 3р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
229,відправлено,Любар Житомирська обл,одинок мама з дитиною 10м і пенсіонерка,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
230,відправлено,Виноградів Закарпатська обл,ВПО з Харківської обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
231,відправлено,Нове Мажарове Харківська обл,інвалід,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
232,відправлено,Запоріжжя,сім'я безробітна з двома дітьми: 7р (аутизм) і 3р.,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
233,відправлено,Київ,мати з дитиною-інвалід і пенсіонеркою-інвалідом,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
234,відправлено,Кам'янське Дніпропетровська обл,ВПО з Маріуполя: сім'я з дитиною 11р. з інвалідністю,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
235,відправлено,Харків,сім'я з пенсіонерами,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
236,відправлено,Виноградів Закарпатська обл,ВПО з Куп'янська: мама і син 15р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
237,відправлено,Дружківка Донецька обл,ВПО з Куп'янська: мама і донька 13р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
238,відправлено,Київ,ВПО з Луганської обл: мама і син 11р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
239,відправлено,Одеса,одинока мама з двома дітьми 5 і 3р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
240,відправлено,Углуватка Черкаська обл,ВПО з Донецької обл: мама і син 7р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,"","","","","",""
241,відправлено,Львів,мама і син 13р. старший син загинув на війні,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
242,відправлено,Камінь-Каширський Волинська обл,ВПО інвалід,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
243,відправлено,Стрий Львівська обл,ВПО з Лисичанська: сім'я з донькою 6р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
244,відправлено,Виноградів Закарпатська обл,ВПО з Донецької обл: мама і донька 6р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
245,відправлено,Білгород-Дністровський Одеська обл,"одинока мама з двома дітьми 2,8р і 9р","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,розмір 5 - 1 шт,""
246,відправлено,Луцьк,одинока мама з двома дітьми і пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
247,відправлено,Рівне,Багатодітна мама 6р 16р 1р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,2,розмір 4 - 1 шт,""
248,відправлено,Одеса,вдова з двома дітьми 10 і 9р,"предмети особистої гігієни, продукти харчування
",3,"",1,3,1,1,1,2,"",""
249,відправлено,Павлоград ,ВПО з Харківської обл: мама і син 5р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
250,відправлено,Івано-Франківськ,ВПО з Миколаївської обл: мама і син 7р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
251,відправлено,смт Чорнобай Черкаська обл,ВПО зі Слов'янська: сім'я з дитиною 2р.,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 6 - 1 шт,""
252,відправлено,Київ,"ВПО з Нікополя: багатодітна сім'я з дітьми 15, 12 і 3р.","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,3,"",""
253,відправлено,смт Коломак Харківська обл,ВПО з Харкова: мама і донька з інвалідністю обоє,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
254,відправлено,Київ,ВПО зі Слов'янська: жінка з батьком-пенсіонером,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
255,відправлено,Київ,ВПО з Мелітополя: мама і двоє дітей 11 і 7р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
256,відправлено,смт Лужани Чернівецька обл,"ВПО із Сумської обл: багатодітна сім'я із дітьми 13, 9р і 4м","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 3 - 1 шт,""
257,відправлено,Черкаси,ВПО із Сєвєродонецька: мама і донька 9р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
258,відправлено,Пустомити Львівська обл,ВПО з Харкова: мама і донька 14р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
259,відправлено,Городенка Івано-Франківська обл,ВПО з Харкова: сім'я із сином 4р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
260,відправлено,Київ,"ВПО з Краматорська: мати, дочка і син","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
261,відправлено,смт Бабаї Харківська обл,дві сім'ї пенсіонерів і сім'я їхніх дітей,"предмети особистої гігієни, продукти харчування
",7,3,"",7,3,3,3,1,"",""
262,відправлено,Одеса,"ВПО з Миколаєва: вагітна, ось-ось народжує ","предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,2,розмір 2 - 1 шт,""
263,відправлено,Краматорськ,мама і син 6р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
264,відправлено,Чугуїв Харківська обл,"багатодітна сім'я з дітьми 10, 9 і 4р + пенсіонер з інвалідністю","предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,2,2,"",""
265,відправлено,с. Іваниця Чернігівська обл,ВПО з Харкова: сім'я з двома дітьми,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
266,відправлено,смт Дніпровське Дніпропетровська обл,"ВПО з Луганська, а далі - з Харкова: мама з двома дітьми 7 і 1р.","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
267,відправлено,смт Солоне Дніпропетровська обл,ВПО з Донецької обл: мама і діти 13 і 5р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
268,відправлено,Дубно Рівненська обл,"ВПО із Краматорська: сім'я з дітьми 13, 2р., 2м","предмети особистої гігієни, продукти харчування
",6,"",2,4,2,2,2,2,"розмір 2 - 1 шт, розмір 5 - 1 шт",""
269,відправлено,Миколаїв,одинока мама із сином 7р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
270,відправлено,с. Стара Некрасівка Одеська обл,багатодітна сім'я із 4 неповнолітніми дітьми,"предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,2,2,"",""
271,відправлено,Біла Церква,ВПО з Донецької обл: мама і син 11р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
272,відправлено,Харків,"ВПО з Харківської обл: мама, двоє дітей 15 і 11р, пенсіонерка","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
273,відправлено,Валки Харківська обл,ВПО з Харківської обл: сім'я з дитиною 11м.,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
274,відправлено,Кременчук,"ВПО з Харкова: мама, донька 5р. і батьки-пенсіонери","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
275,відправлено,Ірпінь,"місцеві пенсіонери, пошкоджена хата після весни","предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
276,відправлено,Суми,ВПО із Краснопілля: мама і дитина 2м,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 2 - 1 шт,""
277,відправлено,Знам'янка Кіровоградська обл,ВПО із Бахмута: мама і двоє дітей 13 і 10р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
278,відправлено,Виноградів Закарпатська обл,ВПО із Харкова: мама і дитина 3р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
279,відправлено,Бердичів Житомирська обл,ВПО із Херсонської обл: мама і син 12р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
280,відправлено,смт Воловець Закарпатська обл,ВПО із Херсонської обл: мама і доньки 15 і 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,3,"",""
281,відправлено,Валки Харківська обл,"одинока мама і дитина 2р, пенсіонерка і сестра-інвалід","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,2,розмір 6 - 1 шт,""
282,відправлено,Черкаси,"ВПО з Харківської обл: мама, двоє дітей 17 і 14р, сестра і пенсіонерка","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
283,відправлено,Авангард Одеська обл,"сім'я з дитиною 10м, тато втратив роботу","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
284,відправлено,Марганець Дніпропетровська обл,"Безробітня сімʼя мама-пенсіонерка 84р, син та дочка з інвалідністю","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
285,відправлено,Донець Харківська обл,ВПО із Харківської обл: четверо дорослих і дитина 7р,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
286,відправлено,Покров Дніпропетровська обл,"багатодітна сім'я з дітьми 8р, 4р і 3м","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,2,розмір 2 - 1 шт,""
287,відправлено,Тернопіль,ВПО із Запоріжжя: дві сестри,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
288,відправлено,Запоріжжя,ВПО із Полог Запорізької обл: мама і діти 15 і 2р.,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 5 - 1 шт,""
289,відправлено,Верхньодніпровськ Дніпропетровська обл,"багатодітна сім'я із 5 дітьми 17, 11, 9, 7, 2р","предмети особистої гігієни, продукти харчування
",7,"",2,6,2,2,3,3,розмір 6 - 1 шт,""
290,відправлено,Одеса,"інвалід, безробітна","предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
291,відправлено,Ружин Житомирська обл,ВПО з Херсону: сім'я з дітьми 7р і 5м,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 3 - 1 шт,""
292,відправлено,Запоріжжя,ВПО з Каховки: сім'я з дитиною 10м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
293,відправлено,Запоріжжя,ВПО із Каховки,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
294,відправлено,Запоріжжя,одинока пенсіонерка 92 р.,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,"","",""
295,відправлено,Чугуїв Харківська обл,ВПО із Харкова: сім'я з дітьми 4р і 7м.,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 4 - 1 шт,""
296,відправлено,с.Гальчинці Хмельницька обл,ВПО із Миколаївської обл: мама  з дітьми 5 і 3р.,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,"",""
297,відправлено,Суми,"сім'я з дитиною 2,5р, безробітні","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,"",розмір 6 - 1 шт,""
298,відправлено,Суми,одинока мама з дитиною 5р.,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
299,відправлено,Київ,ВПО з Харківської обл: сім'я з дитьми 7 і 6р.,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
300,відправлено,с.Микільське Кіровоградська обл,"ВПО з Харкова: сім'я з дітьми 15 і 6р, пенсіонерка 85р.","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
301,відправлено,Одеса,"сім'я з двома дітьми 5р, в однієї дитини - ДЦП","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
302,відправлено,Нові Санжари Полтавська обл,ВПО з Харкова: мама з дитиною 3р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 6 - 1 шт,""
303,відправлено,с.Пархомівка Харківська обл,"багатодітна сім'я ВПО з дітьми 14, 8, 5р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
304,відправлено,Краматорськ,одинока мама з двома дітьми 17 і 10р.,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
305,відправлено,Київ,ВПО з Луганської обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
306,відправлено,смт Великий Любінь Львівська обл,ВПО з Харківської обл,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
307,відправлено,Нова Прага Кіровоградська обл,"багатодітна сім'я: 14, 12, 3, 1р","предмети особистої гігієни, продукти харчування
",6,"",2,5,2,2,2,2,розмір 4 - 1 шт,""
308,відправлено,смт Чечельник Вінницька обл,одинока мама з дитиною 2р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 5 - 1 шт,""
309,відправлено,смт Билбасівка Донецька обл,"одинока багатодітна мама з дітьми 17, 12, 4р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
310,відправлено,Коростишів Житомирська обл,"багатодітна сім'я, четверо дітей 16, 14, 4, 2р","предмети особистої гігієни, продукти харчування
",6,"",2,5,2,2,2,4,розмір 6 - 1 шт,""
311,відправлено,Львів,ВПО з Краматорська: сім'я з двома 9р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
312,відправлено,Чернігів,одинока мама з дітьми 13 і 9р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
313,відправлено,Одеса,сім'я із сином 5р і чекають ще одну дитину ось-ось,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,2,розмір 2 - 1 шт,""
314,відправлено,Мерефа Харківська обл,одинока мама з дітьми 13 і 11р,"предмети особистої гігієни, продукти харчування
",3,"",1,3,1,1,1,2,"",""
315,відправлено,Харків,мама і двоє дітей 10 і 8р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
316,відправлено,Мала Виска Кіровоградська обл,сім'я і пенсіонерка 71р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
317,відправлено,Кременчук,ВПО з Краматорська з дітьми 13 і 9р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
318,відправлено,Харків,"багатодітна сім'я з дітьми 14, 12 і 3р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
319,відправлено,Богодухів Харківська обл,ВПО з Харкова: сім'я з дітьми 5 і 2р.,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 5 - 1 шт,""
320,відправлено,Чернівці,ВПО з Донецької обл: три жінки і дитина 4м,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,6,розмір 3 - 1 шт,""
321,відправлено,Буринь Сумська обл,ВПО з Києва: два пенсіонери і мама з дитиною 5р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
322,відправлено,Мерефа Харківська обл,ВПО з Харкова: сім'я з дитиною 5 і 3р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
323,відправлено,Мала Виска Кіровоградська обл,ВПО з Донецької обл: чоловік і двоє пенсіонерів,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
324,відправлено,Мала Виска Кіровоградська обл,ВПО з Донецької обл,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
325,відправлено,смт Коцюбинське Київська обл,"багатодітна сім'я з дітьми 15, 7, 6р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
326,відправлено,смт Коротич Харківська обл,ВПО з Харкова: мама з двома дітьми 9 і 2р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 6 - 1 шт,""
327,відправлено,с. Сахновщина Харківська обл,ВПО з Донецької обл,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",розмір L - 1 шт
328,відправлено,Волочинськ Хмельницька обл,"ВПО з Харкова: сім'я з дитиною 1,5р","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
329,відправлено,с. Коростовичі Івано-Франківська обл,ВПО з Харкова: сім'я з двома дітьми 13 і 2р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 6 - 1 шт,""
330,відправлено,Харків,мама з сином 11р і дві пенсіонерки,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
331,відправлено,смт Семенівка Полтавська обл,ВПО з Луганської обл: сім'я з двома дітьми,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
332,відправлено,с. Красносілка Одеська обл,сім'я з дитиною 10р з інвалідністю,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
333,відправлено,Костянтинівка Донецька обл,жінка-інвалід з дитиною 8р і двоє пенсіонерів,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
334,відправлено,с. Судилків Хмельницька обл,мама-інвалід з дітьми 8 і 6р і пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
335,відправлено,Івано-Франківськ,ВПО з Донецької обл: мама і дитина 6р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
336,відправлено,Великий Любінь Львівська обл,"ВПО з Ірпеня: мама і троє дітей 10, 9 і 7р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
337,відправлено,Великий Любінь Львівська обл,ВПО із Харківської обл ,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
338,відправлено,Мирноград Донецька обл,жінка і пенсіонерка 71р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
339,відправлено,смт Гніздичів Львівська обл,"ВПО з Луганської обл: мама одиначка, син 8р і пенсіонерка","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
340,відправлено,Миргород,ВПО з Краматорська,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,"","",""
341,відправлено,Запоріжжя,сім'я під обстрілами з двома дітьм 16 і8р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
342,відправлено,Чорноморськ,"багатодітна сім'я з дітьми 11, 10 і 2р","предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,1,розмір 6 - 1 шт,""
343,відправлено,Київ,"втратила роботу, донька з дитиною 1р, одинока мама","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 4 - 1 шт,""
344,відправлено,Київ,ВПО з Херсонської обл: мама і син,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
345,відправлено,Богодухів Харківська обл,ВПО з Харкова,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
346,відправлено,смт Миколаївка Одеська обл,одинока мама з інвалідністю і дитина 7м,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 3 - 1 шт,""
347,відправлено,Великий Любінь Львівська обл,"ВПО з Харківської обл: мама і двоє дітей 15 і 10р, одна дитина з інвалідністю ","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
348,відправлено,Одеса,"одинока мама з трьома дітьми 13, 11 і 9р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
349,відправлено,Житомир,"одинока мама з трьома дітьми 13, 8 і 1,5р","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,1,1,розмір 4 - 1 шт,""
350,відправлено,Дніпро,ВПО з Донецької обл: сім'я з дитиною 6р і пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
